current_path,proposed_path,experiment_id,category,action,reason,keep_original_reference
outputs/metrics/exp023_nested_gating_diagnostic.txt,outputs/reports/experiments/exp023_nested_gating_diagnostic.txt,EXP-023,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp023_stack_logreg_metrics.txt,outputs/reports/experiments/exp023_stack_logreg_metrics.txt,EXP-023,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp024_nearest_neighbors_diagnostic.txt,outputs/reports/experiments/exp024_nearest_neighbors_diagnostic.txt,EXP-024,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp025_adversarial_validation.txt,outputs/reports/experiments/exp025_adversarial_validation.txt,EXP-025,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp026_original_forensics.txt,outputs/reports/experiments/exp026_original_forensics.txt,EXP-026,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp027_seed_diversity.txt,outputs/reports/experiments/exp027_seed_diversity.txt,EXP-027,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp028_seed5_metrics.txt,outputs/reports/experiments/exp028_seed5_metrics.txt,EXP-028,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp029_pairwise_ranking.txt,outputs/reports/experiments/exp029_pairwise_ranking.txt,EXP-029,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp030_rank_corrector_metrics.txt,outputs/reports/experiments/exp030_rank_corrector_metrics.txt,EXP-030,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp031_extratrees_metrics.txt,outputs/reports/experiments/exp031_extratrees_metrics.txt,EXP-031,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp031b_extratrees_metrics.txt,outputs/reports/experiments/exp031b_extratrees_metrics.txt,EXP-031B,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp032_neural_metrics.txt,outputs/reports/experiments/exp032_neural_metrics.txt,EXP-032,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp033_exact_value_te_metrics.txt,outputs/reports/experiments/exp033_exact_value_te_metrics.txt,EXP-033,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp034_factorization_machine.txt,outputs/reports/experiments/exp034_factorization_machine.txt,EXP-034,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp035_exact_logistic_metrics.txt,outputs/reports/experiments/exp035_exact_logistic_metrics.txt,EXP-035,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp036_ratio_ablation_metrics.txt,outputs/reports/experiments/exp036_ratio_ablation_metrics.txt,EXP-036,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp037_relational_metrics.txt,outputs/reports/experiments/exp037_relational_metrics.txt,EXP-037,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp038_discretization_metrics.txt,outputs/reports/experiments/exp038_discretization_metrics.txt,EXP-038,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp039_highbin_metrics.txt,outputs/reports/experiments/exp039_highbin_metrics.txt,EXP-039,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/exp040_dual_repr_metrics.txt,outputs/reports/experiments/exp040_dual_repr_metrics.txt,EXP-040,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/experiment_log.csv,outputs/metrics/experiment_log_original.csv,EXP-001;EXP-039,METRIC,ARCHIVE,"Log original incompleto, preservado como fuente histórica",true
outputs/metrics/experiment_log_v2.csv,outputs/metrics/experiments.csv,EXP-001;EXP-041B,METRIC,RENAME,Nombre público simple para el catálogo completo,true
outputs/metrics/negative_zone_diagnostic.txt,outputs/reports/experiments/negative_zone_diagnostic.txt,,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/threshold_diagnostic.txt,outputs/reports/experiments/threshold_diagnostic.txt,,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/weak_bands_diagnostic.txt,outputs/reports/experiments/weak_bands_diagnostic.txt,,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/metrics/xgboost_hyperparam_diagnostic.txt,outputs/reports/experiments/xgboost_hyperparam_diagnostic.txt,,REPORT,MOVE,Reporte textual de experimento; conservar nombre EXP para trazabilidad,true
outputs/predictions/oof_exp003_catboost.csv,outputs/predictions/oof_exp003_catboost.csv,EXP-003,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp004_lightgbm.csv,outputs/predictions/oof_exp004_lightgbm.csv,EXP-004,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp006_lightgbm_features.csv,outputs/predictions/oof_exp006_lightgbm_features.csv,EXP-006,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp008_xgboost.csv,outputs/predictions/oof_exp008_xgboost.csv,EXP-008,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp010_xgboost_features.csv,outputs/predictions/oof_exp010_xgboost_features.csv,EXP-010,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp012_xgboost_thresholds.csv,outputs/predictions/oof_exp012_xgboost_thresholds.csv,EXP-012,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp014_xgboost_ambiguous.csv,outputs/predictions/oof_exp014_xgboost_ambiguous.csv,EXP-014,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp015_xgboost_depth5.csv,outputs/predictions/oof_exp015_xgboost_depth5.csv,EXP-015,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp016_xgboost_depth5_9000.csv,outputs/predictions/oof_exp016_xgboost_depth5_9000.csv,EXP-016,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp018_xgboost_nested_negative.csv,outputs/predictions/oof_exp018_xgboost_nested_negative.csv,EXP-018,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp019_lightgbm_thresholds.csv,outputs/predictions/oof_exp019_lightgbm_thresholds.csv,EXP-019,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp020_catboost_thresholds.csv,outputs/predictions/oof_exp020_catboost_thresholds.csv,EXP-020,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp022_catboost_thresholds_9000.csv,outputs/predictions/oof_exp022_catboost_thresholds_9000.csv,EXP-022,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp023_nested_gating_diagnostic.csv,outputs/predictions/oof_exp023_nested_gating_diagnostic.csv,EXP-023,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp023_stack_logreg.csv,outputs/predictions/oof_exp023_stack_logreg.csv,EXP-023,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp024_best_nested_blend.csv,outputs/predictions/oof_exp024_best_nested_blend.csv,EXP-024,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp025_adversarial_train.csv,outputs/predictions/oof_exp025_adversarial_train.csv,EXP-025,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp026_original_prior_blend.csv,outputs/predictions/oof_exp026_original_prior_blend.csv,EXP-026,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp027_seed2026.csv,outputs/predictions/oof_exp027_seed2026.csv,EXP-027,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp027_seed42.csv,outputs/predictions/oof_exp027_seed42.csv,EXP-027,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp027_seed777.csv,outputs/predictions/oof_exp027_seed777.csv,EXP-027,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp028_seed1234.csv,outputs/predictions/oof_exp028_seed1234.csv,EXP-028,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp028_seed31415.csv,outputs/predictions/oof_exp028_seed31415.csv,EXP-028,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp030_rank_corrector.csv,outputs/predictions/oof_exp030_rank_corrector.csv,EXP-030,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp031b_extratrees.csv,outputs/predictions/oof_exp031b_extratrees.csv,EXP-031B,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp033_best_te_nested.csv,outputs/predictions/oof_exp033_best_te_nested.csv,EXP-033,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp034_fm.csv,outputs/predictions/oof_exp034_fm.csv,EXP-034,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp035_exact_logistic.csv,outputs/predictions/oof_exp035_exact_logistic.csv,EXP-035,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp036_ratio_logistic.csv,outputs/predictions/oof_exp036_ratio_logistic.csv,EXP-036,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp037_relational_logistic.csv,outputs/predictions/oof_exp037_relational_logistic.csv,EXP-037,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp038_discretized_logistic.csv,outputs/predictions/oof_exp038_discretized_logistic.csv,EXP-038,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp039_lgbm_highbin.csv,outputs/predictions/oof_exp039_lgbm_highbin.csv,EXP-039,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/oof_exp039_lgbm_highbin_raw.csv,outputs/predictions/oof_exp039_lgbm_highbin_raw.csv,EXP-039,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp004_lightgbm.csv,outputs/predictions/test_exp004_lightgbm.csv,EXP-004,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp006_lightgbm_features.csv,outputs/predictions/test_exp006_lightgbm_features.csv,EXP-006,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp008_xgboost.csv,outputs/predictions/test_exp008_xgboost.csv,EXP-008,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp010_xgboost_features.csv,outputs/predictions/test_exp010_xgboost_features.csv,EXP-010,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp012_xgboost_thresholds.csv,outputs/predictions/test_exp012_xgboost_thresholds.csv,EXP-012,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp014_xgboost_ambiguous.csv,outputs/predictions/test_exp014_xgboost_ambiguous.csv,EXP-014,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp015_xgboost_depth5.csv,outputs/predictions/test_exp015_xgboost_depth5.csv,EXP-015,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp016_xgboost_depth5_9000.csv,outputs/predictions/test_exp016_xgboost_depth5_9000.csv,EXP-016,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp018_xgboost_nested_negative.csv,outputs/predictions/test_exp018_xgboost_nested_negative.csv,EXP-018,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp019_lightgbm_thresholds.csv,outputs/predictions/test_exp019_lightgbm_thresholds.csv,EXP-019,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp020_catboost_thresholds.csv,outputs/predictions/test_exp020_catboost_thresholds.csv,EXP-020,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp022_catboost_thresholds_9000.csv,outputs/predictions/test_exp022_catboost_thresholds_9000.csv,EXP-022,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp028_seed1234.csv,outputs/predictions/test_exp028_seed1234.csv,EXP-028,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp028_seed31415.csv,outputs/predictions/test_exp028_seed31415.csv,EXP-028,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp031b_extratrees.csv,outputs/predictions/test_exp031b_extratrees.csv,EXP-031B,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp034_fm.csv,outputs/predictions/test_exp034_fm.csv,EXP-034,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp035_exact_logistic.csv,outputs/predictions/test_exp035_exact_logistic.csv,EXP-035,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp036_ratio_logistic.csv,outputs/predictions/test_exp036_ratio_logistic.csv,EXP-036,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp037_relational_logistic.csv,outputs/predictions/test_exp037_relational_logistic.csv,EXP-037,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp038_discretized_logistic.csv,outputs/predictions/test_exp038_discretized_logistic.csv,EXP-038,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp039_lgbm_highbin.csv,outputs/predictions/test_exp039_lgbm_highbin.csv,EXP-039,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/predictions/test_exp039_lgbm_highbin_raw.csv,outputs/predictions/test_exp039_lgbm_highbin_raw.csv,EXP-039,ARTIFACT,IGNORE_FROM_GIT,Predicción fila a fila preservada fuera de Git,true
outputs/reports/catboost_convergence.csv,outputs/reports/catboost_convergence.csv,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/data_audit.txt,outputs/reports/data_audit.txt,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/depth5_regularization_diagnostic.csv,outputs/reports/depth5_regularization_diagnostic.csv,,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp016_learning_curve.csv,outputs/reports/exp016_learning_curve.csv,EXP-016,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp018_nested_rules_by_fold.csv,outputs/reports/exp018_nested_rules_by_fold.csv,EXP-018,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp023_nested_gate_by_fold.csv,outputs/reports/exp023_nested_gate_by_fold.csv,EXP-023,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp023_stack_coefficients.csv,outputs/reports/exp023_stack_coefficients.csv,EXP-023,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp024_knn_configs.csv,outputs/reports/exp024_knn_configs.csv,EXP-024,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp024_nearest_distance_bands.csv,outputs/reports/exp024_nearest_distance_bands.csv,EXP-024,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp024_signature_results.csv,outputs/reports/exp024_signature_results.csv,EXP-024,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp025_adversarial_quintiles.csv,outputs/reports/exp025_adversarial_quintiles.csv,EXP-025,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp025_distribution_distances.csv,outputs/reports/exp025_distribution_distances.csv,EXP-025,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp025_feature_shift.csv,outputs/reports/exp025_feature_shift.csv,EXP-025,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp025_missing_shift.csv,outputs/reports/exp025_missing_shift.csv,EXP-025,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp026_correlation_shift.csv,outputs/reports/exp026_correlation_shift.csv,EXP-026,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp026_distance_to_original.csv,outputs/reports/exp026_distance_to_original.csv,EXP-026,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp026_original_ambiguous_analysis.csv,outputs/reports/exp026_original_ambiguous_analysis.csv,EXP-026,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp026_original_priors.csv,outputs/reports/exp026_original_priors.csv,EXP-026,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp026_original_vs_synthetic_distributions.csv,outputs/reports/exp026_original_vs_synthetic_distributions.csv,EXP-026,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp027_seed_correlations.csv,outputs/reports/exp027_seed_correlations.csv,EXP-027,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp027_seed_ensemble_results.csv,outputs/reports/exp027_seed_ensemble_results.csv,EXP-027,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp027_seed_fold_metrics.csv,outputs/reports/exp027_seed_fold_metrics.csv,EXP-027,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp028_final_blends.csv,outputs/reports/exp028_final_blends.csv,EXP-028,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp028_seed_correlations.csv,outputs/reports/exp028_seed_correlations.csv,EXP-028,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp028_seed_fold_metrics.csv,outputs/reports/exp028_seed_fold_metrics.csv,EXP-028,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp028_seed_marginal_gain.csv,outputs/reports/exp028_seed_marginal_gain.csv,EXP-028,REPORT,KEEP,Tabla o reporte histórico liviano,true
outputs/reports/exp028_seed_subset_results.csv,outputs/reports/exp028_seed_subset_results.csv,EXP-028,REPORT,KEEP,Tabla o reporte histórico liviano,true
