feature_a,feature_b,mean_strength,std_strength,abs_mean_strength
screen_abs_dist_to_6,screen_abs_dist_to_8,0.10003311187028885,0.005768830486714775,0.10003311187028885
clear_positive_zone,screen_minus_social,-0.10001192390918731,0.011057256437844639,0.10001192390918731
work_study_hours,screen_abs_dist_to_6,0.09880386292934418,0.008028240134645268,0.09880386292934418
screen_le_6,region_code,0.09623879492282868,0.019082739902039132,0.09623879492282868
screen_dist_to_6,region_code,0.09620589017868042,0.00894928742277098,0.09620589017868042
social_gt_4,screen_x_social,0.09583375751972198,0.0038131248146682775,0.09583375751972198
social_media_hours,screen_gt_8,0.09557269364595414,0.0035836511926748823,0.09557269364595414
screen_le_6,social_over_screen,0.09508807361125945,0.04977832771239087,0.09508807361125945
gaming_hours,screen_abs_dist_to_6,0.09505047202110291,0.007866666798013996,0.09505047202110291
screen_mid_band,region_code,0.09262598901987076,0.006734081385359614,0.09262598901987076
screen_le_6,clear_negative_zone,-0.0921105295419693,0.012690787778996989,0.0921105295419693
social_dist_to_4,region_code,0.09081004112958908,0.00920659010171082,0.09081004112958908
clear_negative_zone,social_over_screen,0.09006103426218033,0.012120373584532404,0.09006103426218033
social_media_hours,clear_positive_zone,0.08990250676870346,0.003312601069605377,0.08990250676870346
daily_screen_time_hours,region_code,0.08964206576347351,0.004684650284825486,0.08964206576347351
social_media_hours,screen_mid_band,-0.08915715664625168,0.00863905080627665,0.08915715664625168
screen_abs_dist_to_6,social_over_screen,-0.0877060204744339,0.008674759148224132,0.0877060204744339
work_study_hours,clear_negative_zone,0.08696513175964356,0.007036148427999026,0.08696513175964356
clear_positive_zone,social_dist_to_4,0.08694427758455277,0.005691192231789931,0.08694427758455277
social_le_4,screen_x_social,-0.08688393235206604,0.004601091102758419,0.08688393235206604
clear_negative_zone,screen_x_social,0.08643943667411805,0.0071395941894853415,0.08643943667411805
social_media_hours,region_code,0.08608902841806412,0.006039105425530205,0.08608902841806412
gaming_hours,ambiguous_zone,0.08607692271471024,0.002183609970105505,0.08607692271471024
work_study_hours,social_near_threshold,0.08607109487056733,0.01247072417380077,0.08607109487056733
social_over_screen,social_near_threshold,0.08580431193113328,0.008143831022622894,0.08580431193113328
screen_dist_to_8,region_code,0.08575554788112641,0.0060685166144305545,0.08575554788112641
clear_negative_zone,region_code,-0.08547245413064956,0.009614666167964752,0.08547245413064956
social_le_4,social_over_screen,-0.08388211578130722,0.009268689273181394,0.08388211578130722
clear_positive_zone,clear_negative_zone,-0.0836459755897522,0.010187470678973187,0.0836459755897522
weekend_screen_time,screen_mid_band,-0.08255889415740966,0.006702281036654291,0.08255889415740966
screen_gt_8,social_dist_to_4,0.08214313685894012,0.003199060304673749,0.08214313685894012
daily_screen_time_hours,screen_le_6,-0.08134896904230118,0.014919723577845068,0.08134896904230118
weekend_screen_time,screen_le_6,-0.08002148047089577,0.011752527376344779,0.08002148047089577
clear_positive_zone,screen_dist_to_6,0.07968604564666748,0.010254248212890586,0.07968604564666748
weekend_screen_time,social_over_screen,0.07836533710360527,0.01606229652580763,0.07836533710360527
ambiguous_zone,screen_minus_social,0.07809746414422988,0.005907259087480143,0.07809746414422988
screen_minus_social,social_near_threshold,0.07724834829568863,0.0050278956226879595,0.07724834829568863
screen_gt_8,screen_abs_dist_to_6,0.07703041732311249,0.0062914504812685,0.07703041732311249
gaming_hours,social_near_threshold,0.07659191191196442,0.007473238693906883,0.07659191191196442
clear_positive_zone,screen_dist_to_8,0.07631387263536453,0.0083623274064294,0.07631387263536453
daily_screen_time_hours,screen_abs_dist_to_6,0.07601549476385117,0.0024998009282346475,0.07601549476385117
work_study_hours,screen_x_social,-0.07429538443684577,0.011597198695493511,0.07429538443684577
screen_le_6,screen_dist_to_6,-0.07277905866503716,0.0212832092276489,0.07277905866503716
daily_screen_time_hours,clear_positive_zone,0.07266126871109009,0.00642008025591958,0.07266126871109009
screen_dist_to_6,screen_abs_dist_to_6,0.07227140367031097,0.0036459424386151924,0.07227140367031097
social_dist_to_4,screen_mid_band,-0.07222629114985465,0.006666188501599792,0.07222629114985465
screen_le_6,screen_plus_social,0.0720076434314251,0.008991449486289662,0.0720076434314251
screen_le_6,screen_dist_to_8,-0.0717130571603775,0.018113813642013504,0.0717130571603775
social_gt_4,social_over_screen,0.07123677507042885,0.008783323456653825,0.07123677507042885
screen_gt_8,clear_negative_zone,-0.0699414387345314,0.007473202398870148,0.0699414387345314
screen_abs_dist_to_6,screen_mid_band,-0.0695158988237381,0.00541193773796995,0.0695158988237381
social_abs_dist_to_4,screen_x_social,-0.0670258067548275,0.005348068062215309,0.0670258067548275
screen_gt_8,screen_dist_to_6,0.0666443020105362,0.0032746758351412854,0.0666443020105362
social_le_4,screen_dist_to_8,0.06646732538938523,0.005914314571877146,0.06646732538938523
daily_screen_time_hours,social_le_4,0.06642227694392204,0.00541744282248555,0.06642227694392204
daily_screen_time_hours,social_gt_4,-0.06574757546186447,0.005025029345032533,0.06574757546186447
social_media_hours,weekend_screen_time,-0.06571081876754761,0.007986146921158467,0.06571081876754761
daily_screen_time_hours,screen_gt_8,0.0655726321041584,0.0029925631329244104,0.0655726321041584
social_media_hours,ambiguous_zone,-0.06539552360773086,0.005948178309943671,0.06539552360773086
social_gt_4,screen_dist_to_8,-0.06524979174137116,0.005348893907405855,0.06524979174137116
daily_screen_time_hours,work_study_hours,0.0649553470313549,0.006678275118867297,0.0649553470313549
screen_gt_8,min_abs_threshold_distance,0.06409679055213928,0.008647318492968976,0.06409679055213928
screen_x_social,min_abs_threshold_distance,0.06303711906075478,0.0048907722206458955,0.06303711906075478
social_le_4,screen_dist_to_6,0.061990204453468326,0.007835445729195605,0.061990204453468326
screen_dist_to_8,screen_abs_dist_to_6,0.06195380389690399,0.002546601384734959,0.06195380389690399
screen_gt_8,screen_dist_to_8,0.06133407801389694,0.0035850016240864644,0.06133407801389694
social_gt_4,screen_dist_to_6,-0.0610459141433239,0.007289773311814793,0.0610459141433239
clear_negative_zone,screen_mid_band,-0.06078642383217812,0.0075578228662921965,0.06078642383217812
screen_abs_dist_to_8,region_code,0.059239547699689865,0.005345828029559383,0.059239547699689865
weekend_screen_time,screen_gt_8,-0.05848144218325615,0.006572980352039309,0.05848144218325615
ambiguous_zone,social_dist_to_4,-0.058435650914907454,0.00661499283341747,0.058435650914907454
min_abs_threshold_distance,social_near_threshold,-0.057730266451835634,0.003707344011304782,0.057730266451835634
screen_mid_band,social_near_threshold,-0.05760914608836174,0.009061958684589887,0.05760914608836174
ambiguous_zone,screen_mid_band,-0.056526339054107665,0.005314324121881289,0.056526339054107665
gaming_hours,screen_x_social,-0.056279636919498444,0.007147098216438721,0.056279636919498444
gaming_hours,screen_abs_dist_to_8,0.05620769038796425,0.00786233210174392,0.05620769038796425
screen_le_6,social_le_4,-0.05577984936535359,0.01350350925753115,0.05577984936535359
screen_dist_to_6,screen_abs_dist_to_8,0.05542556717991829,0.004474576991170186,0.05542556717991829
weekend_screen_time,clear_positive_zone,-0.054707667976617816,0.005844746351423812,0.054707667976617816
weekend_screen_time,clear_negative_zone,-0.05467636361718178,0.005963012479539145,0.05467636361718178
screen_minus_social,region_code,-0.0545294739305973,0.009640952940780911,0.0545294739305973
social_abs_dist_to_4,screen_mid_band,0.05402607396245003,0.009488375068089153,0.05402607396245003
weekend_screen_time,screen_near_threshold,0.05364301353693009,0.003576027722375305,0.05364301353693009
social_media_hours,screen_abs_dist_to_8,0.053634706884622574,0.004668067061847515,0.053634706884622574
social_media_hours,social_near_threshold,-0.05353768020868301,0.007075539066326016,0.05353768020868301
work_study_hours,screen_dist_to_8,0.05350850000977516,0.009988793404867417,0.05350850000977516
screen_le_6,social_gt_4,0.05246930234134197,0.014184093817349265,0.05246930234134197
social_le_4,screen_minus_social,-0.05244039669632912,0.007299657999759111,0.05244039669632912
social_dist_to_4,social_near_threshold,-0.05241067260503769,0.005314611575998815,0.05241067260503769
gaming_hours,clear_negative_zone,0.052281749248504636,0.007240810691821654,0.052281749248504636
clear_negative_zone,screen_dist_to_6,-0.05227873846888542,0.010117179197497186,0.05227873846888542
screen_gt_8,screen_mid_band,0.052255590260028836,0.009544649205716125,0.052255590260028836
daily_screen_time_hours,clear_negative_zone,-0.05100173503160477,0.006703266054292985,0.05100173503160477
ambiguous_zone,screen_dist_to_6,-0.050776746869087216,0.005278588994387712,0.050776746869087216
daily_screen_time_hours,screen_abs_dist_to_8,0.0506843164563179,0.004658904323400584,0.0506843164563179
social_media_hours,screen_dist_to_8,0.050676868110895154,0.006276792585586013,0.050676868110895154
ambiguous_zone,screen_dist_to_8,-0.05053066685795784,0.005055951827458482,0.05053066685795784
gaming_hours,social_abs_dist_to_4,-0.050406462699174884,0.011625564918884387,0.050406462699174884
social_le_4,social_abs_dist_to_4,-0.05022422671318054,0.0037799806974785264,0.05022422671318054
screen_gt_8,social_near_threshold,-0.049602361768484114,0.006471829403133844,0.049602361768484114
daily_screen_time_hours,ambiguous_zone,-0.04912950471043587,0.003954418862292713,0.04912950471043587
social_abs_dist_to_4,screen_plus_social,0.04892389848828316,0.005226983883012952,0.04892389848828316
work_study_hours,screen_minus_social,0.04849223643541336,0.018037421137886207,0.04849223643541336
social_le_4,min_abs_threshold_distance,0.048054952174425125,0.0050033601377858835,0.048054952174425125
clear_negative_zone,screen_dist_to_8,-0.04784828796982765,0.007686488934974468,0.04784828796982765
clear_negative_zone,ambiguous_zone,0.04758074730634689,0.0053154198028257296,0.04758074730634689
screen_dist_to_8,social_dist_to_4,0.047342536598443986,0.00697661421539628,0.047342536598443986
clear_negative_zone,min_abs_threshold_distance,0.04639507532119751,0.004809993734786466,0.04639507532119751
social_gt_4,social_abs_dist_to_4,0.04556090533733368,0.00338427865659488,0.04556090533733368
clear_negative_zone,screen_minus_social,-0.04541260376572609,0.008091294870628492,0.04541260376572609
screen_minus_social,screen_near_threshold,-0.04519108980894089,0.008544912126227726,0.04519108980894089
screen_x_social,social_near_threshold,-0.04515997543931007,0.006460680616168005,0.04515997543931007
daily_screen_time_hours,social_dist_to_4,0.0437464565038681,0.007402473983683547,0.0437464565038681
social_le_4,clear_positive_zone,0.04354547709226608,0.006272725520810197,0.04354547709226608
work_study_hours,screen_dist_to_6,0.04327811449766159,0.01511252414052999,0.04327811449766159
social_gt_4,min_abs_threshold_distance,-0.043144472688436505,0.004548958710581886,0.043144472688436505
work_study_hours,screen_plus_social,-0.043142085522413255,0.006458270958211415,0.043142085522413255
social_le_4,region_code,0.042995055019855496,0.005122431774268497,0.042995055019855496
social_media_hours,screen_dist_to_6,0.0426493838429451,0.006060693932233544,0.0426493838429451
clear_positive_zone,social_near_threshold,-0.04260409101843834,0.006542774654956899,0.04260409101843834
social_gt_4,screen_minus_social,0.04184320643544197,0.006195805951032294,0.04184320643544197
screen_le_6,ambiguous_zone,-0.04178357012569904,0.012499129826149095,0.04178357012569904
screen_gt_8,screen_x_social,-0.041336490958929065,0.005917056969362822,0.041336490958929065
daily_screen_time_hours,social_media_hours,0.04131529033184052,0.006610042990389398,0.04131529033184052
screen_dist_to_6,social_dist_to_4,0.04126152321696282,0.006664384379173231,0.04126152321696282
work_study_hours,screen_abs_dist_to_8,0.04117764979600906,0.005450163837050442,0.04117764979600906
min_abs_threshold_distance,screen_near_threshold,0.04085736870765686,0.005959396068142488,0.04085736870765686
screen_dist_to_8,screen_abs_dist_to_8,0.04072432294487953,0.005386582041138475,0.04072432294487953
clear_negative_zone,screen_abs_dist_to_6,-0.0406725637614727,0.0025701940341017367,0.0406725637614727
social_gt_4,screen_plus_social,0.040512291342020036,0.0030436603044262382,0.040512291342020036
social_over_screen,screen_mid_band,-0.04013591259717941,0.017934855663412592,0.04013591259717941
social_le_4,screen_plus_social,-0.03976072296500206,0.0038953035921640406,0.03976072296500206
social_gt_4,screen_abs_dist_to_6,-0.03932938128709793,0.0032774847111111316,0.03932938128709793
screen_plus_social,region_code,0.03904703035950661,0.003438574848047512,0.03904703035950661
weekend_screen_time,screen_abs_dist_to_8,-0.03886963110417128,0.020491419713161388,0.03886963110417128
social_gt_4,clear_positive_zone,-0.037634477391839026,0.006743219202327456,0.037634477391839026
screen_abs_dist_to_6,min_abs_threshold_distance,0.037602392584085466,0.0031418450159972455,0.037602392584085466
gaming_hours,screen_minus_social,0.037468035146594046,0.014748827947084287,0.037468035146594046
social_gt_4,region_code,-0.037446868047118186,0.005236133091940625,0.037446868047118186
work_study_hours,social_abs_dist_to_4,-0.037328535318374635,0.011046648479946476,0.037328535318374635
ambiguous_zone,screen_abs_dist_to_8,-0.03722855001688004,0.00299031406580261,0.03722855001688004
social_dist_to_4,screen_abs_dist_to_8,0.03675117343664169,0.003889342363205006,0.03675117343664169
weekend_screen_time,screen_plus_social,0.036587876826524736,0.014905530386544555,0.036587876826524736
social_media_hours,clear_negative_zone,0.03585439622402191,0.006174530584122837,0.03585439622402191
screen_gt_8,social_le_4,0.03531996421515941,0.0067547405269468,0.03531996421515941
social_le_4,screen_abs_dist_to_6,0.03502227999269962,0.0029374805012884297,0.03502227999269962
clear_positive_zone,screen_abs_dist_to_8,0.034954195842146873,0.003608608605345314,0.034954195842146873
social_near_threshold,region_code,-0.034881603345274924,0.005445657282358544,0.034881603345274924
screen_x_social,region_code,-0.034298934042453766,0.003781316625744331,0.034298934042453766
screen_abs_dist_to_8,screen_x_social,-0.03399314507842064,0.008396131443346994,0.03399314507842064
weekend_screen_time,social_dist_to_4,-0.03315567746758461,0.006230475497648955,0.03315567746758461
social_gt_4,clear_negative_zone,0.03204115591943264,0.0032104269133910327,0.03204115591943264
screen_gt_8,social_gt_4,-0.03196517787873745,0.0062111106209533865,0.03196517787873745
social_le_4,ambiguous_zone,-0.031799689307808875,0.003231776388191686,0.031799689307808875
screen_dist_to_8,screen_minus_social,-0.03138143569231033,0.006595345633724466,0.03138143569231033
screen_x_social,social_over_screen,-0.031145190447568895,0.009951240254718092,0.031145190447568895
ambiguous_zone,min_abs_threshold_distance,-0.031139884516596793,0.00583619627207456,0.031139884516596793
social_le_4,clear_negative_zone,-0.030914926528930665,0.0035306951986012547,0.030914926528930665
ambiguous_zone,screen_abs_dist_to_6,-0.030600619688630103,0.005860270655892914,0.030600619688630103
screen_abs_dist_to_6,region_code,0.030545073002576827,0.0066318891183623245,0.030545073002576827
clear_negative_zone,social_dist_to_4,0.03044268824160099,0.0060418956055267965,0.03044268824160099
screen_abs_dist_to_8,screen_minus_social,0.029504904896020888,0.004910601345317139,0.029504904896020888
weekend_screen_time,social_le_4,-0.029324827529489995,0.013504549402787636,0.029324827529489995
screen_dist_to_8,social_abs_dist_to_4,-0.028985577449202538,0.0059764472609391715,0.028985577449202538
screen_abs_dist_to_6,screen_plus_social,-0.028797225654125215,0.004859474700036038,0.028797225654125215
screen_abs_dist_to_6,social_near_threshold,0.028309806436300277,0.0026302968782283245,0.028309806436300277
clear_positive_zone,screen_x_social,-0.028214909508824347,0.006662155411359267,0.028214909508824347
social_gt_4,ambiguous_zone,0.028083296865224837,0.0036980614179170893,0.028083296865224837
min_abs_threshold_distance,screen_mid_band,-0.028050827607512475,0.007076523497377075,0.028050827607512475
sleep_hours,app_opens_per_day,0.02795414887368679,0.0024759958509168504,0.02795414887368679
weekend_screen_time,ambiguous_zone,0.027850887179374693,0.006494249966624946,0.027850887179374693
notifications_per_day,screen_minus_social,0.027303122729063035,0.004414847396109322,0.027303122729063035
screen_abs_dist_to_6,screen_near_threshold,0.026889680325984953,0.0021138044354721366,0.026889680325984953
ambiguous_zone,social_near_threshold,0.026877515017986298,0.0019353763427042948,0.026877515017986298
daily_screen_time_hours,screen_mid_band,-0.02636987008154392,0.007373530154265318,0.02636987008154392
clear_negative_zone,social_abs_dist_to_4,-0.025942081585526466,0.00265657225075841,0.025942081585526466
screen_le_6,social_near_threshold,-0.025510288402438165,0.015757918307775225,0.025510288402438165
screen_x_social,screen_mid_band,-0.02544469814747572,0.01355444228814872,0.02544469814747572
screen_abs_dist_to_8,social_abs_dist_to_4,0.025291990116238595,0.0038234062287631904,0.025291990116238595
ambiguous_zone,screen_x_social,0.025119877234101296,0.006853260294020017,0.025119877234101296
clear_negative_zone,screen_abs_dist_to_8,-0.02499571591615677,0.004991770831971404,0.02499571591615677
screen_over_social,social_over_screen,0.024406863562762737,0.006969004592324235,0.024406863562762737
screen_abs_dist_to_6,social_abs_dist_to_4,-0.02379743047058582,0.00255135730371258,0.02379743047058582
social_abs_dist_to_4,screen_near_threshold,-0.023096371442079544,0.004070520197983642,0.023096371442079544
screen_dist_to_6,screen_mid_band,-0.02303726738318801,0.012154963295787746,0.02303726738318801
screen_dist_to_6,social_abs_dist_to_4,-0.02149729188531637,0.005411378784547128,0.02149729188531637
weekend_screen_time,screen_over_social,0.021356672048568726,0.0008985567251335524,0.021356672048568726
clear_positive_zone,screen_abs_dist_to_6,0.0212808046489954,0.00584027231583266,0.0212808046489954
screen_x_social,screen_plus_social,0.021257020393386485,0.010017176037147897,0.021257020393386485
daily_screen_time_hours,social_abs_dist_to_4,-0.020665837824344634,0.006718417214493244,0.020665837824344634
social_gt_4,social_dist_to_4,0.02056063562631607,0.004034593057694167,0.02056063562631607
social_le_4,screen_over_social,-0.02011862490326166,0.003965081302417107,0.02011862490326166
min_abs_threshold_distance,region_code,-0.019948448240756988,0.0017846089663170839,0.019948448240756988
clear_positive_zone,screen_over_social,-0.019819228164851665,0.003265753292343541,0.019819228164851665
screen_x_social,screen_near_threshold,-0.01978121269494295,0.0033266012672313063,0.01978121269494295
screen_over_social,region_code,-0.01958054378628731,0.0018177987872300715,0.01958054378628731
social_media_hours,social_gt_4,0.019092700071632863,0.0048803027090778784,0.019092700071632863
screen_dist_to_8,screen_mid_band,-0.01881048157811165,0.010433587897089789,0.01881048157811165
weekend_screen_time,region_code,-0.018745743692852555,0.011452081340942158,0.018745743692852555
screen_minus_social,screen_mid_band,0.01856441469863057,0.01583618189289566,0.01856441469863057
daily_screen_time_hours,min_abs_threshold_distance,-0.018456374295055866,0.003799847588564512,0.018456374295055866
social_gt_4,screen_over_social,0.018341821804642677,0.003353480315962367,0.018341821804642677
social_le_4,screen_mid_band,0.018141508102416992,0.008125920276731782,0.018141508102416992
screen_abs_dist_to_6,screen_minus_social,-0.017934582382440566,0.005648517581690247,0.017934582382440566
social_dist_to_4,screen_near_threshold,0.017852728255093098,0.004259115675009024,0.017852728255093098
gaming_hours,app_opens_per_day,0.01782163344323635,0.0044227156712077186,0.01782163344323635
social_over_screen,screen_near_threshold,-0.017798290587961674,0.005073226881600086,0.017798290587961674
screen_plus_social,screen_near_threshold,-0.017786802351474763,0.0018064693807621184,0.017786802351474763
screen_minus_social,screen_over_social,0.017173008434474467,0.007932435877589936,0.017173008434474467
ambiguous_zone,social_abs_dist_to_4,0.016929716058075427,0.00459919730151179,0.016929716058075427
clear_positive_zone,min_abs_threshold_distance,0.01676084492355585,0.003692594306338221,0.01676084492355585
screen_dist_to_6,min_abs_threshold_distance,-0.016502679139375687,0.0024166067486645496,0.016502679139375687
clear_positive_zone,social_abs_dist_to_4,-0.01640497613698244,0.008248520683720234,0.01640497613698244
screen_gt_8,social_abs_dist_to_4,-0.016393146105110647,0.005110384924693708,0.016393146105110647
social_dist_to_4,screen_over_social,-0.01633091103285551,0.0037326388619809874,0.01633091103285551
clear_positive_zone,screen_plus_social,0.016263218224048616,0.0051210533566137285,0.016263218224048616
notifications_per_day,social_dist_to_4,-0.016092483885586262,0.004617507570965352,0.016092483885586262
daily_screen_time_hours,screen_over_social,-0.0160470275208354,0.002923107162704301,0.0160470275208354
screen_le_6,screen_near_threshold,-0.015927062556147575,0.004286440047292428,0.015927062556147575
screen_dist_to_6,screen_over_social,-0.015909782983362673,0.0021471734652137716,0.015909782983362673
screen_dist_to_8,screen_over_social,-0.01561617460101843,0.00335527458651682,0.01561617460101843
social_gt_4,screen_mid_band,-0.015580708533525467,0.008880141353042471,0.015580708533525467
work_study_hours,social_gt_4,-0.015087484358809888,0.010647141425054322,0.015087484358809888
screen_abs_dist_to_8,screen_over_social,0.015082171186804771,0.004252562481474163,0.015082171186804771
notifications_per_day,social_over_screen,0.014890246093273163,0.002796717671493424,0.014890246093273163
gaming_hours,screen_dist_to_6,0.014837099611759186,0.0055146502482039785,0.014837099611759186
social_media_hours,screen_near_threshold,0.014751403778791427,0.0051841386476133644,0.014751403778791427
social_gt_4,screen_near_threshold,-0.014519516751170159,0.002889336281804035,0.014519516751170159
social_le_4,screen_near_threshold,0.014380574598908425,0.0028520630111921437,0.014380574598908425
social_near_threshold,screen_near_threshold,-0.014341740310192109,0.003973317470781381,0.014341740310192109
notifications_per_day,app_opens_per_day,-0.01422227043658495,0.001751444560360982,0.01422227043658495
