lower_screen,upper_screen,social_threshold,valid_rows,positive_count,positive_coverage,positive_purity,negative_count,negative_coverage,negative_purity,ambiguous_count,ambiguous_coverage,ambiguous_target_rate,contradictory_false_positives,contradictory_false_negatives,contradictory_count,assigned_coverage,contradiction_rate,rule_score
5.0,7.75,4.5,502260,255306,0.5083144188269024,0.9686807203904334,102053,0.20318759208378132,0.7104935670680921,144901,0.2884979890893163,0.5477463923644419,7996,29545,37541,0.7115020109106837,0.1050512229998405,0.6367578544976705
5.0,7.75,4.75,502260,254724,0.5071556564329232,0.9686366420125312,102053,0.20318759208378132,0.7104935670680921,145483,0.2896567514832955,0.5495075025948049,7989,29545,37534,0.7103432485167045,0.10520296992238849,0.6356130291084299
5.0,7.75,5.0,502260,254328,0.5063672201648548,0.9685996036614136,102053,0.20318759208378132,0.7104935670680921,145879,0.29044518775136385,0.55070983486314,7986,29545,37531,0.7095548122486361,0.10531145038596333,0.6348305658423923
5.0,8.0,3.0,502260,270849,0.5392605423485844,0.9671772832833054,101331,0.20175008959503046,0.7137795936090634,130080,0.2589893680563851,0.5017066420664207,8890,29003,37893,0.7410106319436148,0.10181363856198614,0.6655656432923187
5.0,8.0,3.25,502260,260877,0.5194062835981365,0.9717491384828866,101764,0.20261219288814558,0.7118627412444479,139619,0.277981523513718,0.5256806022103009,7370,29322,36692,0.722018476486282,0.10117995483136215,0.6489646796479911
5.0,8.0,3.5,502260,253689,0.50509497073229,0.9740154283394235,101958,0.20299844701947198,0.7109692226210793,146613,0.29190658224823796,0.543321533561144,6592,29469,36061,0.708093417751762,0.10139548484874046,0.6362959423406204
5.0,8.0,3.75,502260,248728,0.4952176163739896,0.9753948087871088,102038,0.2031577270736272,0.7105980125051451,151494,0.30162465655238324,0.5550450842937674,6120,29530,35650,0.6983753434476168,0.10163470803897755,0.6273961693146975
5.0,8.0,4.0,502260,245424,0.488639350137379,0.975898852597953,102051,0.20318361008242744,0.710507491352363,154785,0.3081770397801935,0.5631811868075072,5915,29543,35458,0.6918229602198065,0.10204475142096554,0.6212260582168598
5.0,8.0,4.25,502260,243302,0.4844144467009119,0.9762147454603743,102053,0.20318759208378132,0.7104935670680921,156905,0.31239796121530683,0.5682674229629393,5787,29545,35332,0.6876020387846932,0.10230632247976719,0.617256002867041
5.0,8.0,4.5,502260,241968,0.48175845179787363,0.976302651590293,102053,0.20318759208378132,0.7104935670680921,158239,0.3150539561183451,0.5715721155972927,5734,29545,35279,0.6849460438816549,0.10254897230110953,0.6147055309998806
5.0,8.0,4.75,502260,241163,0.48015569625293675,0.9762525760585165,102053,0.20318759208378132,0.7104935670680921,159044,0.31665671166328196,0.5736965871079701,5727,29545,35272,0.683343288336718,0.10276910167358165,0.6131167124596822
5.0,8.0,5.0,502260,240584,0.47900290686098834,0.9762203637814652,102053,0.20318759208378132,0.7104935670680921,159623,0.31780950105523037,0.5752053275530469,5721,29545,35266,0.6821904989447697,0.10292525325636169,0.6119758690717956
5.0,8.25,3.0,502260,262970,0.5235734480149723,0.9736129596531924,101331,0.20175008959503046,0.7137795936090634,137959,0.2746764623899972,0.5160228763618177,6939,29003,35942,0.7253235376100028,0.0986601738672142,0.653762991279417
5.0,8.25,3.25,502260,251720,0.5011746903993948,0.9789726680438583,101764,0.20261219288814558,0.7118627412444479,148776,0.2962131167124597,0.5409138570737215,5293,29322,34615,0.7037868832875404,0.09792522433830103,0.6348683948552543
5.0,8.25,3.5,502260,243349,0.48450802373272805,0.9817587086858791,101958,0.20299844701947198,0.7109692226210793,156953,0.31249352924779994,0.5596898434563213,4439,29469,33908,0.6875064707522001,0.09819667715974481,0.6199956197985107
5.0,8.25,3.75,502260,237408,0.47267948871102616,0.9835473109583501,102038,0.2031577270736272,0.7105980125051451,162814,0.3241627842153466,0.5723832102890415,3906,29530,33436,0.6758372157846534,0.09850167626073073,0.6092661171504797
5.0,8.25,4.0,502260,233340,0.4645800979572333,0.9842161652524214,102051,0.20318361008242744,0.710507491352363,166869,0.33223629196033927,0.5814381341051963,3683,29543,33226,0.6677637080396608,0.0990664627255949,0.6016107195476447
5.0,8.25,4.25,502260,230662,0.4592481981443874,0.9847005575257303,102053,0.20318759208378132,0.7104935670680921,169545,0.3375642097718313,0.58713615854198,3529,29545,33074,0.6624357902281687,0.09940639886990367,0.5965854338390475
5.0,8.25,4.5,502260,228935,0.4558097399753116,0.9848646995872191,102053,0.20318759208378132,0.7104935670680921,171272,0.3410026679409071,0.5909255453314027,3465,29545,33010,0.6589973320590929,0.09973171232793938,0.5932743997132959
5.0,8.25,4.75,502260,227871,0.4536913152550472,0.984824747335115,102053,0.20318759208378132,0.7104935670680921,172336,0.3431210926611715,0.5934105468387336,3458,29545,33003,0.6568789073388285,0.10003212861143779,0.59116991199777
5.0,8.25,5.0,502260,227071,0.452098514713495,0.984806514262059,102053,0.20318759208378132,0.7104935670680921,173136,0.34471389320272366,0.5952430459292117,3450,29545,32995,0.6552861067972763,0.10025096923955713,0.5895930394616334
5.0,8.5,3.0,502260,256320,0.5103332935133198,0.9766775905118602,101331,0.20175008959503046,0.7137795936090634,144609,0.28791661689164977,0.5316335774398551,5978,29003,34981,0.7120833831083503,0.09780763929081703,0.6424361884283041
5.0,8.5,3.25,502260,243763,0.48533229801298133,0.9825527253931072,101764,0.20261219288814558,0.7118627412444479,156733,0.3120555090988731,0.5575851926524726,4253,29322,33575,0.6879444909011269,0.09717040925890018,0.6210966431728587
5.0,8.5,3.5,502260,234034,0.4659618524270298,0.9856559303349086,101958,0.20299844701947198,0.7109692226210793,166268,0.3310397005534982,0.5778502177207882,3357,29469,32826,0.6689602994465018,0.09769875473225553,0.6036037112252618
5.0,8.5,3.75,502260,226971,0.45189941464580097,0.9876680280740712,102038,0.2031577270736272,0.7105980125051451,173251,0.3449428582805718,0.5917541601491477,2799,29530,32329,0.6550571417194282,0.09826174967858022,0.5906900808346275
5.0,8.5,4.0,502260,221967,0.4419364472583921,0.9884757644154312,102051,0.20318361008242744,0.710507491352363,178242,0.3548799426591805,0.6018334623713827,2558,29543,32101,0.6451200573408195,0.09907165651290978,0.5812069446103612
5.0,8.5,4.25,502260,218693,0.43541791104208977,0.9890531475630221,102053,0.20318759208378132,0.7104935670680921,181514,0.36139449687412895,0.6081073636193352,2394,29545,31939,0.638605503125871,0.09957723556957843,0.5750149325050771
5.0,8.5,4.5,502260,216498,0.43104766455620597,0.9892793466914244,102053,0.20318759208378132,0.7104935670680921,183709,0.36576474336001275,0.6123924249764573,2321,29545,31866,0.6342352566399873,0.10003421744084935,0.5707900290686099
5.0,8.5,4.75,502260,215073,0.42821048859156613,0.9892455119889526,102053,0.20318759208378132,0.7104935670680921,185134,0.3686019193246526,0.6153326779521859,2313,29545,31858,0.6313980806753474,0.10045849283880855,0.5679687811093856
5.0,8.5,5.0,502260,213994,0.4260621988611476,0.989233342990925,102053,0.20318759208378132,0.7104935670680921,186213,0.37075020905507106,0.6175132778055238,2304,29545,31849,0.6292497909449289,0.100772986296342,0.5658384103850596
5.0,8.75,3.0,502260,248326,0.4944172341018596,0.9791483775359809,101331,0.20175008959503046,0.7137795936090634,152603,0.30383267630310995,0.5509262596410294,5178,29003,34181,0.69616732369689,0.09775580068467098,0.628112929558396
5.0,8.75,3.25,502260,234245,0.4663819535698642,0.9854425921577835,101764,0.20261219288814558,0.7118627412444479,166251,0.3310058535419902,0.577843140793138,3410,29322,32732,0.6689941464580098,0.09741405736155877,0.6038247123004021
5.0,8.75,3.5,502260,222953,0.44389957392585516,0.9888810646190004,101958,0.20299844701947198,0.7109692226210793,177349,0.3531019790546729,0.5992760038116933,2479,29469,31948,0.6468980209453271,0.09832846533358366,0.5832895313184407
5.0,8.75,3.75,502260,214410,0.42689045514275475,0.9911524649036892,102038,0.2031577270736272,0.7105980125051451,185812,0.369951817783618,0.614497449034508,1897,29530,31427,0.6300481822163819,0.09931173526140155,0.5674770039421814
5.0,8.75,4.0,502260,208192,0.4145104129335404,0.9921082462342453,102051,0.20318361008242744,0.710507491352363,192017,0.3823059769840322,0.6256321054906597,1643,29543,31186,0.6176940230159679,0.1005212043462705,0.5556026759049097
5.0,8.75,4.25,502260,204070,0.40630350814319277,0.9927965894055961,102053,0.20318759208378132,0.7104935670680921,196137,0.39050889977302594,0.6326139382166547,1470,29545,31015,0.6094911002269741,0.10131548429879493,0.5477402142316729
5.0,8.75,4.5,502260,201231,0.40065105722135946,0.9930676685003802,102053,0.20318759208378132,0.7104935670680921,198976,0.39616135069485925,0.6374788919266645,1395,29545,30940,0.6038386493051408,0.10201659170942087,0.54223708836061
5.0,8.75,4.75,502260,199249,0.3967048938796639,0.9930388609227649,102053,0.20318759208378132,0.7104935670680921,200958,0.40010751403655476,0.6410145403517152,1387,29545,30932,0.5998924859634452,0.10266111741707655,0.53830685302433
5.0,8.75,5.0,502260,197723,0.3936666268466531,0.9930357115762961,102053,0.20318759208378132,0.7104935670680921,202484,0.40314578106956556,0.6436706110112403,1377,29545,30922,0.5968542189304344,0.10315035226302306,0.5352884959980886
5.0,9.0,3.0,502260,243214,0.48423923864134116,0.9802766288124861,101331,0.20175008959503046,0.7137795936090634,157715,0.3140106717636284,0.563066290460641,4797,29003,33800,0.6859893282363716,0.09810039327228665,0.6186935053557918
5.0,9.0,3.25,502260,228249,0.4544439135109306,0.9868827464742452,101764,0.20261219288814558,0.7118627412444479,172247,0.3429438936009238,0.5901234854598338,2994,29322,32316,0.6570561063990762,0.09792341513819153,0.5927149285230757
5.0,9.0,3.5,502260,216004,0.43006411022179747,0.9905325827299495,101958,0.20299844701947198,0.7109692226210793,184298,0.3669374427587305,0.6120305157950711,2045,29469,31514,0.6330625572412695,0.09911247255961404,0.5703181619081751
5.0,9.0,3.75,502260,206627,0.41139449687412893,0.9929825240651028,102038,0.2031577270736272,0.7105980125051451,193595,0.38544777605224384,0.6276866654614014,1450,29530,30980,0.6145522239477561,0.10036771256864238,0.5528710229761478
5.0,9.0,4.0,502260,199668,0.39753912316330187,0.9940501232045195,102051,0.20318361008242744,0.710507491352363,200541,0.3992772667542707,0.639275759071711,1188,29543,30731,0.6007227332457293,0.10185304869762925,0.539537291442679
5.0,9.0,4.25,502260,194928,0.3881017799546052,0.9948237297874087,102053,0.20318759208378132,0.7104935670680921,205279,0.4087106279616135,0.6467295729227052,1009,29545,30554,0.5912893720383865,0.10288200255235183,0.5304563373551547
5.0,9.0,4.5,502260,191635,0.381545414725441,0.9951470242909698,102053,0.20318759208378132,0.7104935670680921,208572,0.4152669931907777,0.6519283508812305,930,29545,30475,0.5847330068092224,0.10376658222331181,0.5240572611794688
5.0,9.0,4.75,502260,189304,0.37690439214749333,0.9951348096183916,102053,0.20318759208378132,0.7104935670680921,210903,0.4199080157687254,0.6557327302124674,921,29545,30466,0.5800919842312746,0.10456587622744605,0.5194341576076136
5.0,9.0,5.0,502260,187416,0.37314538286943016,0.9951391556750757,102053,0.20318759208378132,0.7104935670680921,212791,0.4236670250467885,0.65874026627066,911,29545,30456,0.5763329749532115,0.10521333890675685,0.5156950583363198
5.25,7.0,3.0,502260,305627,0.6085035638912117,0.9341975676232793,108793,0.21660693664635847,0.7101743678361659,87840,0.17488949946242982,0.44600409836065574,20111,31531,51642,0.8251105005375702,0.1246127117417113,0.7222912435790229
5.25,7.0,3.25,502260,300116,0.5975311591605941,0.9366078449666129,109354,0.21772388802612194,0.7078661960239223,92790,0.18474495281328396,0.4654273089772605,19025,31946,50971,0.815255047186716,0.12448042591642855,0.7137717516823955
5.25,7.0,3.5,502260,296551,0.5904332417473022,0.9375689173194492,109618,0.21824951220483416,0.7066996296228721,96091,0.19131724604786365,0.47908753161066076,18514,32151,50665,0.8086827539521363,0.12473871713498569,0.7078087046549596
5.25,7.0,3.75,502260,294302,0.5859554812248636,0.9380772132027645,109732,0.21847648628200533,0.7061659315423031,98226,0.19556803249313104,0.4876814692647568,18224,32243,50467,0.804431967506869,0.1249078047887059,0.7039521363437263
5.25,7.0,4.0,502260,292985,0.5833333333333334,0.9382323327132789,109755,0.21852227929757495,0.7060543938772721,99520,0.1981443873690917,0.49310691318327976,18097,32262,50359,0.8018556126309083,0.1250409693598848,0.7015908095408753
5.25,7.0,4.25,502260,292174,0.5817186317843348,0.9382936195554704,109761,0.2185342253016366,0.7060249086651907,100325,0.1997471429140286,0.4965063543483678,18029,32267,50296,0.8002528570859714,0.12513466107703983,0.7001134870385857
5.25,7.0,4.5,502260,291743,0.5808605104925736,0.9382915785468717,109763,0.21853820730299048,0.7060211546696064,100754,0.20060128220443596,0.4984020485539036,18003,32268,50271,0.799398717795564,0.12520609903712523,0.6993091227651018
5.25,7.0,4.75,502260,291527,0.5804304543463544,0.9382527175870503,109763,0.21853820730299048,0.7060211546696064,100970,0.20103133835065504,0.4994552837476478,18001,32268,50269,0.798968661649345,0.12526850905828701,0.6988830486202364
5.25,7.0,5.0,502260,291407,0.5801915342651216,0.9382307219799113,109763,0.21853820730299048,0.7060211546696064,101090,0.20127025843188787,0.5000395687011574,18000,32268,50268,0.7987297415681122,0.12530348729964852,0.6986461195396807
5.25,7.25,3.0,502260,294700,0.5867478994942859,0.9458534102477095,108793,0.21660693664635847,0.7101743678361659,98767,0.1966451638593557,0.4652363643727156,15957,31531,47488,0.8033548361406443,0.11769225240586578,0.7088061959941067
5.25,7.25,3.25,502260,288126,0.5736590610440807,0.948744646439405,109354,0.21772388802612194,0.7078661960239223,104780,0.20861705092979732,0.48597060507730483,14768,31946,46714,0.7913829490702027,0.11752541008352621,0.6983753434476168
5.25,7.25,3.5,502260,283683,0.5648130450364353,0.9500428294963039,109618,0.21824951220483416,0.7066996296228721,108959,0.21693744275873053,0.5007571655393314,14172,32151,46323,0.7830625572412695,0.11778002090002314,0.6908334328833672
5.25,7.25,3.75,502260,280847,0.5591665671166328,0.9507525449800069,109732,0.21847648628200533,0.7061659315423031,111681,0.22235694660136185,0.5100688568333019,13831,32243,46074,0.7776430533986382,0.11796333136190118,0.685909688209294
5.25,7.25,4.0,502260,279098,0.5556843069326644,0.9509957076009143,109755,0.21852227929757495,0.7060543938772721,113407,0.22579341376976067,0.5162027035368187,13677,32262,45939,0.7742065862302393,0.11813975975497168,0.682742006132282
5.25,7.25,4.25,502260,278029,0.5535559272090153,0.9511022231493838,109761,0.2185342253016366,0.7060249086651907,114470,0.22790984748934814,0.5199877697213243,13595,32267,45862,0.7720901525106518,0.1182650403568942,0.6807788794648191
5.25,7.25,4.5,502260,277413,0.5523294707920201,0.9511198105351948,109763,0.21853820730299048,0.7060211546696064,115084,0.22913232190498944,0.5222533106252824,13560,32268,45828,0.7708676780950106,0.1183647746761163,0.6796240990721938
5.25,7.25,4.75,502260,277080,0.551666467566599,0.9510718925941967,109763,0.21853820730299048,0.7060211546696064,115417,0.22979532513041054,0.5236057079979552,13557,32268,45825,0.7702046748695894,0.11845890968687556,0.6789670688488034
5.25,7.25,5.0,502260,276882,0.5512722494325648,0.9510477387479143,109763,0.21853820730299048,0.7060211546696064,115615,0.2301895432644447,0.5243956234052675,13554,32268,45822,0.7698104567355553,0.11851181316194442,0.6785788237168
5.25,7.5,3.0,502260,286958,0.5713335722534145,0.9541744784951108,108793,0.21660693664635847,0.7101743678361659,106509,0.21205949110022698,0.47775305373254845,13150,31531,44681,0.7879405088997731,0.11290179936374134,0.6989806076534065
5.25,7.5,3.25,502260,279529,0.5565424282244256,0.9575929509997174,109354,0.21772388802612194,0.7078661960239223,113377,0.22573368374945246,0.49924587879375887,11854,31946,43800,0.7742663162505475,0.11263027697276559,0.6870604866005655
5.25,7.5,3.5,502260,274413,0.5463564687611994,0.959174674669203,109618,0.21824951220483416,0.7066996296228721,118229,0.23539401903396648,0.5147890957379323,11203,32151,43354,0.7646059809660335,0.1128919279953962,0.6782881376179668
5.25,7.5,3.75,502260,271089,0.5397383825110501,0.9600647757747456,109732,0.21847648628200533,0.7061659315423031,121439,0.24178513120694461,0.5246914088554747,10826,32243,43069,0.7582148687930554,0.11309512868250438,0.6724644606379167
5.25,7.5,4.0,502260,268964,0.535507506072552,0.9603775970018292,109755,0.21852227929757495,0.7060543938772721,123541,0.24597021462987298,0.5314430027278393,10657,32262,42919,0.754029785370127,0.113326767339373,0.6685780273165293
5.25,7.5,4.25,502260,267651,0.5328933221837295,0.9605493721301247,109761,0.2185342253016366,0.7060249086651907,124848,0.24857245251463386,0.5355712546456491,10559,32267,42826,0.7514275474853661,0.11347280955560501,0.6661609524947238
5.25,7.5,4.5,502260,266877,0.5313522876597778,0.96058109166395,109763,0.21853820730299048,0.7060211546696064,125620,0.2501095050372317,0.5381229103645916,10520,32268,42788,0.7498904949627683,0.11360450297366186,0.6646995579978496
5.25,7.5,4.75,502260,266434,0.5304702743598932,0.9605305629161444,109763,0.21853820730299048,0.7060211546696064,126063,0.25099151833711625,0.5397142698492023,10516,32268,42784,0.7490084816628838,0.11372764801420532,0.663825508700673
5.25,7.5,5.0,502260,266160,0.5299247401744117,0.9605012022843402,109763,0.21853820730299048,0.7060211546696064,126337,0.25153705252259784,0.5406887926735635,10513,32268,42781,0.7484629474774022,0.11380256063076748,0.6632859475172221
5.25,7.75,3.0,502260,279215,0.5559172540118663,0.9609977973962717,108793,0.21660693664635847,0.7101743678361659,114252,0.22747580934177516,0.49336554283513634,10890,31531,42421,0.7725241906582249,0.10933021999546401,0.6880639509417432
5.25,7.75,3.25,502260,270658,0.5388802612192888,0.96493730094806,109354,0.21772388802612194,0.7078661960239223,122248,0.24339585075458925,0.5162456645507493,9490,31946,41436,0.7566041492454108,0.10903866193699147,0.6741050451957153
5.25,7.75,3.5,502260,264618,0.5268546171305698,0.9668578857069436,109618,0.21824951220483416,0.7066996296228721,128024,0.254895870664596,0.5329078922701993,8770,32151,40921,0.7451041293354039,0.10934543977597025,0.6636303906343328
5.25,7.75,3.75,502260,260586,0.5188269024011468,0.9679990482988342,109732,0.21847648628200533,0.7061659315423031,131942,0.26269661131684785,0.5436782828818724,8339,32243,40582,0.7373033886831521,0.109586895587036,0.6565045992115637
5.25,7.75,4.0,502260,257956,0.513590570620794,0.9683938346074524,109755,0.21852227929757495,0.7060543938772721,134549,0.26788715008163105,0.5511672327553531,8153,32262,40415,0.732112849918369,0.10990968450767043,0.6516465575598296
5.25,7.75,4.25,502260,256301,0.5102954645004579,0.9686267318504415,109761,0.2185342253016366,0.7060249086651907,136198,0.27117031019790544,0.5557864285819175,8041,32267,40308,0.7288296898020945,0.11011249460473908,0.6485764345159877
5.25,7.75,4.5,502260,255306,0.5083144188269024,0.9686807203904334,109763,0.21853820730299048,0.7060211546696064,137191,0.2731473738701071,0.5586809630369339,7996,32268,40264,0.7268526261298929,0.11029147914503834,0.6466869748735715
5.25,7.75,4.75,502260,254724,0.5071556564329232,0.9686366420125312,109763,0.21853820730299048,0.7060211546696064,137773,0.27430613626408634,0.5604944365006206,7989,32268,40257,0.7256938637359137,0.11044838361862014,0.6455421494843308
5.25,7.75,5.0,502260,254328,0.5063672201648548,0.9685996036614136,109763,0.21853820730299048,0.7060211546696064,138169,0.27509457253215464,0.5617323712265414,7986,32268,40254,0.7249054274678454,0.1105602720199071,0.6447596862182933
5.25,8.0,3.0,502260,270849,0.5392605423485844,0.9671772832833054,108793,0.21660693664635847,0.7101743678361659,122618,0.24413252100505714,0.511621458513432,8890,31531,40421,0.7558674789949429,0.1064713598600787,0.6753892406323418
5.25,8.0,3.25,502260,260877,0.5194062835981365,0.9717491384828866,109354,0.21772388802612194,0.7078661960239223,132029,0.26286982837574163,0.5360261760673791,7370,31946,39316,0.7371301716242583,0.10619316048629099,0.6588519890096763
5.25,8.0,3.5,502260,253689,0.50509497073229,0.9740154283394235,109618,0.21824951220483416,0.7066996296228721,138953,0.2766555170628758,0.5539714867617108,6592,32151,38743,0.7233444829371242,0.10663983903420524,0.6462071437104289
5.25,8.0,3.75,502260,248728,0.4952176163739896,0.9753948087871088,109732,0.21847648628200533,0.7061659315423031,143800,0.2863058973440051,0.5658762169680112,6120,32243,38363,0.7136941026559949,0.10702170395581097,0.6373133436865369
